Date,Stock Symbol,Open Price,High Price,Low Price,Close Price,Volume
2023-01-18,ITC,1717.98,1748.87,1628.66,1719.52,352723
2023-01-19,RELIANCE,2731.06,2830.91,2652.83,2820.45,127275
2023-01-19,TCS,2289.43,2366.82,2250.67,2289.85,621116
2023-01-19,INFY,2152.09,2181.27,2129.65,2148.32,496996
2023-01-19,HDFCBANK,2400.92,2493.69,2319.09,2353.76,420217
2023-01-19,ICICIBANK,2470.88,2490.54,2452.72,2467.74,850978
2023-01-19,BAJFINANCE,2520.19,2569.52,2493.34,2558.38,694939
2023-01-19,HUL,2720.1,2768.97,2652.31,2754.17,604982
2023-01-19,KOTAKBANK,1229.84,1292.14,1139.22,1204.74,918335
2023-01-19,LT,1046.55,1107.04,1020.84,1090.95,583183
2023-01-19,ITC,1113.65,1168.32,1045.92,1113.74,133738
2023-01-20,RELIANCE,2395.28,2461.12,2357.67,2360.75,515575
2023-01-20,TCS,2025.93,2057.95,1964.82,2019.98,686965
2023-01-20,INFY,1589.55,1600.62,1519.47,1590.2,195465
2023-01-20,HDFCBANK,2803.8,2869.16,2736.53,2793.55,580417
2023-01-20,ICICIBANK,2601.8,2612.6,2572.48,2580.66,243287
2023-01-20,BAJFINANCE,1015.16,1068.55,953.46,971.8,242350
2023-01-20,HUL,2070.42,2165.28,2009.08,2034.81,908372
2023-01-20,KOTAKBANK,1825.07,1912.19,1770.23,1812.35,822190
2023-01-20,LT,2046.39,2121.88,1988.29,2119.66,145755
2023-01-20,ITC,2361.59,2443.13,2271.63,2416.29,990408
2023-01-21,RELIANCE,1713.65,1738.16,1658.95,1710.18,568089
2023-01-21,TCS,2059.01,2073.81,2020.58,2073.1,391163
2023-01-21,INFY,1695.12,1746.43,1641.72,1734.4,315637
2023-01-21,HDFCBANK,2854.27,2891.89,2772.72,2809.2,776555
2023-01-21,ICICIBANK,1485.75,1573.57,1432.1,1472.5,322110
2023-01-21,BAJFINANCE,1816.13,1847.15,1745.05,1817.31,932547
2023-01-21,HUL,1777.44,1801.79,1752.5,1778.07,628889
2023-01-21,KOTAKBANK,1516.0,1557.14,1504.58,1556.36,953541
2023-01-21,LT,1530.78,1588.81,1504.31,1553.57,487150
2023-01-21,ITC,1671.41,1695.86,1644.12,1649.2,281937
2023-01-22,RELIANCE,2795.28,2826.03,2699.76,2720.64,365403
2023-01-22,TCS,1170.46,1251.06,1117.25,1178.86,874333
2023-01-22,INFY,1518.47,1539.13,1441.99,1478.41,666315
2023-01-22,HDFCBANK,2007.92,2048.62,1937.08,1944.37,331782
2023-01-22,ICICIBANK,1442.21,1495.17,1398.76,1443.95,981248
2023-01-22,BAJFINANCE,1543.67,1602.8,1466.76,1582.07,459987
2023-01-22,HUL,1635.64,1717.66,1563.53,1715.48,762885
2023-01-22,KOTAKBANK,1121.33,1179.07,1051.19,1091.6,591559
2023-01-22,LT,1418.76,1511.95,1370.42,1409.25,761419
2023-01-22,ITC,1757.42,1768.72,1714.49,1714.96,279622
2023-01-23,RELIANCE,1262.15,1320.22,1226.38,1271.47,636739
2023-01-23,TCS,2663.13,2708.24,2608.19,2698.82,616115
2023-01-23,INFY,2165.17,2218.61,2147.24,2151.42,651158
2023-01-23,HDFCBANK,1635.9,1732.25,1625.82,1711.68,881721
2023-01-23,ICICIBANK,1036.57,1050.8,1000.68,1013.8,467994
2023-01-23,BAJFINANCE,2327.31,2421.96,2274.09,2358.21,877326
2023-01-23,HUL,1014.46,1040.44,979.79,1009.63,447148
2023-01-23,KOTAKBANK,1646.9,1723.54,1589.64,1712.48,353548
2023-01-23,LT,1320.53,1355.05,1232.42,1320.35,210910
2023-01-23,ITC,1068.55,1155.48,1035.57,1092.54,541701
2023-01-24,RELIANCE,1442.01,1524.35,1385.9,1408.61,141569
2023-01-24,TCS,2610.91,2634.37,2579.22,2614.58,269411
2023-01-24,INFY,1233.18,1266.61,1157.68,1175.35,388955
2023-01-24,HDFCBANK,2704.82,2797.37,2638.1,2664.52,887714
2023-01-24,ICICIBANK,2409.65,2421.35,2397.96,2418.02,268604
2023-01-24,BAJFINANCE,2784.66,2808.97,2743.63,2753.37,734553
2023-01-24,HUL,1824.15,1876.06,1783.13,1870.15,582327
2023-01-24,KOTAKBANK,2970.5,2985.13,2895.5,2972.94,338063
2023-01-24,LT,1492.13,1512.13,1401.44,1489.06,360909
2023-01-24,ITC,2888.12,2925.17,2872.71,2918.72,559868
2023-01-25,RELIANCE,2029.91,2123.01,1937.62,1981.68,783429
2023-01-25,TCS,2303.2,2344.64,2260.03,2313.24,964814
2023-01-25,INFY,1166.1,1218.04,1112.89,1197.86,144441
2023-01-25,HDFCBANK,1979.13,2069.22,1909.14,1914.93,890569
2023-01-25,ICICIBANK,1499.43,1591.55,1405.89,1482.63,291651
2023-01-25,BAJFINANCE,2736.0,2794.04,2658.05,2791.19,502785
2023-01-25,HUL,1184.94,1243.48,1093.04,1139.14,924925
2023-01-25,KOTAKBANK,2263.16,2351.6,2213.44,2286.42,887445
2023-01-25,LT,1427.21,1461.11,1350.93,1392.3,690746
2023-01-25,ITC,2502.39,2538.09,2467.56,2510.5,879585
2023-01-26,RELIANCE,1982.18,2045.35,1904.04,1913.69,327936
2023-01-26,TCS,2291.16,2313.34,2203.84,2297.73,392591
2023-01-26,INFY,1555.61,1621.44,1467.51,1602.83,468106
2023-01-26,HDFCBANK,2051.93,2097.79,1997.71,2088.66,951607
2023-01-26,ICICIBANK,2574.18,2645.9,2488.69,2514.89,302696
2023-01-26,BAJFINANCE,1678.63,1729.81,1621.16,1704.03,701613
2023-01-26,HUL,2852.44,2886.02,2804.04,2832.65,847579
2023-01-26,KOTAKBANK,2579.32,2650.75,2487.82,2598.12,126594
2023-01-26,LT,2173.69,2196.03,2108.47,2167.64,929852
2023-01-26,ITC,2995.17,3064.88,2907.16,2953.93,233266
2023-01-27,RELIANCE,2226.1,2313.33,2147.98,2180.34,149278
2023-01-27,TCS,2182.72,2264.19,2108.43,2122.67,630712
2023-01-27,INFY,1355.93,1446.76,1328.94,1373.79,741111
2023-01-27,HDFCBANK,1466.1,1556.64,1391.48,1451.89,602338
2023-01-27,ICICIBANK,2854.63,2923.23,2819.6,2883.41,461798
2023-01-27,BAJFINANCE,1714.37,1737.72,1632.52,1697.9,666879
2023-01-27,HUL,2130.01,2215.13,2047.84,2086.69,502016
2023-01-27,KOTAKBANK,1029.99,1088.27,979.87,1070.79,685772
2023-01-27,LT,1725.2,1772.75,1675.96,1768.22,960868
2023-01-27,ITC,1371.18,1391.89,1330.27,1348.31,622126
2023-01-28,RELIANCE,2213.62,2312.46,2202.91,2279.99,758529
2023-01-28,TCS,2871.21,2886.54,2774.95,2803.16,928934
2023-01-28,INFY,2750.51,2796.49,2663.56,2671.84,697583
2023-01-28,HDFCBANK,2954.67,3009.91,2930.42,2969.21,579947
2023-01-28,ICICIBANK,2658.07,2668.35,2640.31,2667.31,904279
2023-01-28,BAJFINANCE,1675.79,1701.2,1613.58,1618.78,487347
2023-01-28,HUL,2818.58,2850.17,2723.89,2832.88,196980
2023-01-28,KOTAKBANK,2932.66,2973.17,2905.38,2960.8,644406
2023-01-28,LT,2821.64,2866.36,2810.32,2815.88,939076
2023-01-28,ITC,1384.53,1396.38,1342.03,1343.01,672654
2023-01-29,RELIANCE,2915.02,3006.84,2854.84,2993.61,723127
2023-01-29,TCS,2894.07,2936.05,2856.95,2910.64,312612
2023-01-29,INFY,1969.29,1991.23,1910.37,1925.45,545860
2023-01-29,HDFCBANK,1947.8,2046.28,1903.17,1991.39,561733
2023-01-29,ICICIBANK,2125.51,2159.44,2079.86,2105.7,127850
2023-01-29,BAJFINANCE,1711.17,1744.96,1635.34,1686.2,571254
2023-01-29,HUL,2233.73,2249.27,2136.11,2179.15,960826
2023-01-29,KOTAKBANK,2603.94,2700.12,2560.44,2670.08,256168
2023-01-29,LT,1399.31,1484.4,1386.54,1449.36,929315
2023-01-29,ITC,2328.47,2391.7,2306.0,2377.96,248876
2023-01-30,RELIANCE,2451.02,2543.05,2440.85,2476.16,250396
2023-01-30,TCS,1692.5,1769.74,1612.39,1694.47,719174
2023-01-30,INFY,1195.11,1283.3,1163.05,1250.98,759592
2023-01-30,HDFCBANK,1258.33,1299.38,1243.9,1279.14,743568
2023-01-30,ICICIBANK,1174.34,1193.93,1126.16,1185.69,779870
2023-01-30,BAJFINANCE,2053.01,2094.62,2034.05,2092.81,507505
2023-01-30,HUL,2899.97,2939.5,2822.25,2937.62,190131
2023-01-30,KOTAKBANK,2992.7,3048.22,2980.01,3000.78,157234
2023-01-30,LT,2384.81,2469.3,2343.2,2363.76,955930
2023-01-30,ITC,2793.36,2876.72,2776.33,2841.25,443361
2023-01-31,RELIANCE,1049.72,1062.51,982.68,1019.82,319822
2023-01-31,TCS,1649.75,1682.32,1552.87,1572.87,105060
2023-01-31,INFY,1468.2,1559.58,1387.54,1540.89,235293
2023-01-31,HDFCBANK,1086.86,1104.59,1074.5,1077.33,756178
2023-01-31,ICICIBANK,2964.59,3010.13,2950.37,3007.73,446084
2023-01-31,BAJFINANCE,1094.3,1176.67,1083.52,1109.89,473129
2023-01-31,HUL,1430.5,1459.17,1414.89,1442.66,385116
2023-01-31,KOTAKBANK,1502.38,1556.21,1427.67,1449.24,866206
2023-01-31,LT,2945.27,2974.85,2868.2,2924.92,608190
2023-01-31,ITC,2537.55,2593.05,2469.34,2518.17,257768
2023-02-01,RELIANCE,1901.7,1913.06,1828.97,1832.87,134407
2023-02-01,TCS,1272.0,1286.6,1210.14,1219.35,546345
2023-02-01,INFY,2651.63,2720.08,2581.92,2692.76,873846
2023-02-01,HDFCBANK,1511.58,1538.69,1500.01,1518.73,514856
2023-02-01,ICICIBANK,1052.98,1079.22,956.39,983.26,243234
2023-02-01,BAJFINANCE,1507.61,1601.6,1409.77,1556.98,677993
2023-02-01,HUL,1929.4,1970.84,1874.36,1950.81,666108
2023-02-01,KOTAKBANK,1568.28,1651.61,1540.52,1619.87,713577
2023-02-01,LT,2937.73,3021.33,2918.93,2986.13,228735
2023-02-01,ITC,1781.28,1849.72,1749.19,1772.99,601000
2023-02-02,RELIANCE,2819.16,2864.43,2733.62,2861.86,207437
2023-02-02,TCS,1456.13,1515.07,1414.67,1442.19,743020
2023-02-02,INFY,2242.48,2253.11,2200.91,2216.94,794372
2023-02-02,HDFCBANK,2518.0,2578.61,2448.98,2472.73,560760
2023-02-02,ICICIBANK,1187.28,1238.98,1173.56,1221.5,975171
2023-02-02,BAJFINANCE,2877.86,2977.21,2867.85,2964.38,966907
2023-02-02,HUL,1013.69,1112.17,939.5,1108.45,166734
2023-02-02,KOTAKBANK,1283.17,1338.44,1262.19,1334.84,334302
2023-02-02,LT,1936.27,1998.44,1851.25,1952.27,154724
2023-02-02,ITC,1216.72,1227.23,1131.92,1185.28,564133
2023-02-03,RELIANCE,1929.44,2009.04,1829.66,1933.96,972531
2023-02-03,TCS,1631.94,1685.67,1577.92,1584.76,700151
2023-02-03,INFY,2940.64,2976.92,2902.6,2975.1,176982
2023-02-03,HDFCBANK,2556.88,2581.36,2500.6,2544.92,525427
2023-02-03,ICICIBANK,2146.55,2231.51,2105.36,2113.24,227697
2023-02-03,BAJFINANCE,1825.87,1889.88,1800.75,1810.15,882976
2023-02-03,HUL,2239.75,2268.3,2158.28,2238.31,803411
2023-02-03,KOTAKBANK,2189.46,2232.62,2128.74,2151.55,913877
2023-02-03,LT,2182.29,2217.26,2095.64,2198.29,116882
2023-02-03,ITC,1255.48,1305.73,1204.01,1253.13,416971
2023-02-04,RELIANCE,2122.23,2222.19,2059.21,2080.35,907567
2023-02-04,TCS,2757.22,2776.77,2746.29,2770.27,894525
2023-02-04,INFY,1798.76,1873.01,1729.02,1766.5,845482
2023-02-04,HDFCBANK,1358.13,1377.98,1302.02,1329.04,418001
2023-02-04,ICICIBANK,2396.94,2439.78,2340.03,2411.04,578516
2023-02-04,BAJFINANCE,1273.52,1346.13,1221.45,1264.72,811237
2023-02-04,HUL,2189.88,2243.68,2135.62,2242.79,608042
2023-02-04,KOTAKBANK,1502.25,1581.73,1458.89,1566.3,258007
2023-02-04,LT,1040.4,1111.21,946.19,1047.21,383110
2023-02-04,ITC,1582.19,1659.4,1507.25,1657.47,887206
2023-02-05,RELIANCE,2022.97,2034.95,1988.49,2012.54,698526
2023-02-05,TCS,2168.84,2215.35,2121.22,2126.29,210610
2023-02-05,INFY,1374.26,1452.86,1325.97,1374.64,501945
2023-02-05,HDFCBANK,2422.95,2469.74,2345.85,2447.4,405289
2023-02-05,ICICIBANK,1091.41,1107.86,1053.86,1059.61,854141
2023-02-05,BAJFINANCE,1974.16,2020.64,1955.32,2008.9,522324
2023-02-05,HUL,2148.77,2173.79,2056.32,2105.15,280673
2023-02-05,KOTAKBANK,1779.59,1839.5,1763.77,1837.74,439169
2023-02-05,LT,2939.08,2963.67,2852.23,2901.44,880509
2023-02-05,ITC,1079.34,1138.66,1058.94,1137.18,813244
2023-02-06,RELIANCE,1882.9,1970.9,1834.93,1883.57,621725
2023-02-06,TCS,2789.41,2822.74,2762.46,2799.4,744338
2023-02-06,INFY,2542.98,2593.11,2508.04,2592.17,286834
2023-02-06,HDFCBANK,2619.59,2672.75,2586.72,2659.6,550423
2023-02-06,ICICIBANK,2687.13,2702.42,2639.76,2651.81,933129
2023-02-06,BAJFINANCE,2477.2,2496.73,2410.66,2471.34,589287
2023-02-06,HUL,2253.72,2281.38,2163.76,2210.01,110672
2023-02-06,KOTAKBANK,2214.25,2274.35,2118.73,2170.6,713772
2023-02-06,LT,1806.78,1819.1,1738.55,1759.27,814786
2023-02-06,ITC,1803.9,1829.31,1744.68,1761.41,514427
2023-02-07,RELIANCE,2849.94,2931.27,2806.25,2842.56,836542
2023-02-07,TCS,2549.46,2620.51,2462.7,2618.41,940748
2023-02-07,INFY,1179.93,1228.88,1141.33,1214.58,609095
2023-02-07,HDFCBANK,2810.63,2887.78,2754.7,2869.66,196611
2023-02-07,ICICIBANK,2892.89,2916.44,2863.21,2902.2,719882
2023-02-07,BAJFINANCE,1984.82,2059.81,1927.82,2033.87,717381
2023-02-07,HUL,1004.03,1103.28,927.92,973.44,337284
2023-02-07,KOTAKBANK,2458.12,2515.21,2385.72,2457.4,189896
2023-02-07,LT,2656.39,2705.63,2576.21,2633.36,127535
2023-02-07,ITC,2024.99,2052.93,1996.86,1997.58,160740
2023-02-08,RELIANCE,2763.38,2781.3,2704.1,2747.54,490635
2023-02-08,TCS,2586.98,2661.51,2516.26,2540.25,234480
2023-02-08,INFY,2812.45,2860.46,2794.05,2842.23,532237
2023-02-08,HDFCBANK,1151.35,1238.16,1082.71,1167.29,630368
2023-02-08,ICICIBANK,1232.87,1248.3,1163.9,1189.74,276696
2023-02-08,BAJFINANCE,1303.07,1387.6,1285.13,1325.99,852343
2023-02-08,HUL,1447.7,1538.57,1412.93,1523.37,871257
